0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.485963299999999876e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 4.485963299999999876e-01
